Class,R_10,R_8,R_6,G_10,G_8,G_6,B_10,B_8,B_6
Cd2,57.29878076,55.28115675,55.03422544,119.1949272,113.2523986,115.7705715,178.0415426,182.8730621,181.657843
Cd2,60.96612477,51.30122197,51.4034193,113.7813626,113.0819803,111.3705291,178.3136036,182.4368466,177.8455579
Cd2,54.37408111,50.5142364,53.46240561,121.0164649,122.4659447,116.5146992,174.8917772,173.0837594,182.3520525
Cd2,52.37864482,52.0642665,57.52352498,114.2352334,118.5763356,110.9449332,174.3942377,177.6686477,180.7045435
Cd2,56.68319252,55.5827498,55.21878235,117.7007694,116.1718096,113.4898655,173.1940287,179.5265232,181.2831514
Cd2,58.59695395,53.47701785,51.57856615,113.1210188,113.5335902,110.5013919,170.043857,173.2051716,182.7831486
Cd2,52.26025566,53.97600543,58.31424608,113.8947646,120.975847,118.9689311,174.2092813,177.0830878,182.9127011
Cd2,58.94081758,51.47167148,56.9905885,122.7804731,120.4168573,117.1871049,179.6463208,175.0996131,176.711311
Cd2,56.74942511,52.79327044,55.95815173,120.3989988,116.0000885,111.3421858,170.2211764,181.1250437,178.3308031
Cd2,52.00065781,54.42004928,57.41049534,115.891059,113.50698,111.4040707,172.2262842,173.6424944,180.6324065
Cd2,53.27445717,50.73001045,56.30400799,120.426515,120.8714333,116.3402029,173.2965376,174.4560852,180.9701242
Cd2,59.34429644,57.23206379,50.42138544,113.4822271,117.8829233,113.3298635,178.1322695,177.6644444,182.0548051
Cd2,51.88296845,56.30074383,56.99195992,117.4909843,115.2444833,111.0565511,171.9968787,173.8901856,174.5682029
Cd2,52.93656683,58.38997966,51.08502033,118.8930195,117.7704199,113.1735313,179.6385298,182.143735,178.147269
Cd2,60.9329903,50.11283928,54.3851549,120.4170824,121.1919473,114.6156621,171.2681308,177.450655,178.2756052
Cd2,57.97634176,58.75185294,54.28824356,115.5019812,118.6557316,110.4364194,174.3704607,180.5575475,180.5083813
Cd2,59.91761969,50.86473563,54.25987214,122.4246732,115.6704949,112.0502781,175.4660924,173.6934001,179.151081
Cd2,51.23202193,51.1160403,52.71428627,116.1524578,115.5129759,118.4581286,172.9477346,174.4662545,183.584305
Cd2,51.86321575,58.64988327,52.37201536,115.3343568,122.7309635,111.0030115,175.8581491,173.5619574,181.8799596
Cd2,59.88064591,51.48876591,49.52755232,115.4572629,122.7648466,115.0983673,173.4891695,178.4773922,179.9266933
Cd2,58.90031178,54.32654,49.70449127,115.401991,117.9101689,110.4512325,175.4073841,176.8266244,182.057677
Cd2,53.00704898,55.29360838,52.75019161,119.3648502,118.1349472,112.3406803,179.6453199,177.0446209,183.4319768
Cd2,54.57502129,56.17028981,54.4999082,113.1903909,120.3888811,112.1102733,174.7524696,178.1824711,180.1165876
Cd2,56.20663179,52.49623794,57.83092194,116.376985,115.001501,115.8272952,179.3482686,180.3251023,175.6910637
Cd2,51.52263212,51.62514106,49.32662222,114.7784546,117.2260973,112.8959755,177.949467,181.4031149,174.5480679
Cd2,58.55487736,58.45416169,53.57051915,114.799161,118.219512,117.1886384,179.9795915,176.3446793,177.0332402
Cd2,57.0373014,50.65257024,49.27459504,116.3126654,116.1087168,113.7383214,179.8489373,175.4668161,180.4165991
Cd2,59.04545911,55.64819707,52.7749929,120.9925541,120.3963863,118.1652557,172.7982073,173.5738225,180.3912794
Cd2,55.97781439,50.36067415,58.91468887,116.5782124,113.8758136,116.1314677,179.0412297,182.9041514,177.4142303
Cd2,56.39802597,52.11544185,53.82281292,119.4429087,120.9508838,111.183048,178.1859505,180.4457255,178.2454364
Cd2,60.45614121,50.88991255,53.76183145,117.8206581,114.1006731,109.7935358,179.5364577,175.7596015,177.2386773
Cd2,55.29328884,57.5226427,55.96517239,122.4470644,114.8579837,113.8589127,179.9518041,178.4152818,181.589921
Cd2,58.72169798,49.92260633,54.13673168,115.2111417,122.8824518,116.9546486,176.7218615,182.3876716,179.6203209
Cd2,52.37803464,52.40662045,56.77974279,117.54415,120.5559429,116.9530358,179.7161668,174.0909478,178.0079569
Cd2,60.56217583,49.88542607,52.78332706,114.2876511,120.6401344,114.5221325,170.6535113,176.3583337,178.7875916
Cd2,58.75558246,56.5353842,53.60131384,118.4516526,114.8899012,110.4179793,170.7490967,181.6836013,183.7329053
Cd2,57.75889148,53.05289119,55.62542848,121.8552764,114.0556105,113.2375655,178.7756873,175.1209971,183.1422042
Cd2,54.58468324,58.13219476,52.40638875,116.8638335,114.0721003,118.9385022,170.643556,179.3190646,182.49419
Cd2,55.964701,49.73970209,58.70068542,114.88508,119.5542248,113.5446722,179.8539429,174.9335556,175.1517317
Cd2,57.49529962,57.25835096,51.11392989,115.8802799,113.5537128,115.7320313,174.1538185,182.1731363,175.3197279
Cd2,59.33083266,53.703275,49.89911689,117.1537104,121.1868649,118.4022866,174.0583624,173.7138993,177.372472
Cd2,56.0794846,50.68051596,56.73497201,121.9645489,121.1427766,114.2199626,174.412678,177.9848124,179.6444659
Cd2,59.06612802,55.97384599,50.76003777,117.9399465,119.151738,112.0912797,170.4809981,177.4485653,183.9993299
Cd2,60.54452652,57.36205304,57.65007597,114.9479235,114.5355691,111.7864417,175.592053,175.1743733,175.5291427
Cd2,58.32486927,58.37738099,58.76002136,121.6140131,116.735445,114.2261762,172.0537077,176.5980469,176.2264025
Cd2,56.4067956,55.06074396,49.96928397,119.1768381,118.3352574,112.058884,179.4854888,178.5436358,181.7389252
Cd2,51.6762545,49.82078227,56.27468089,118.7780755,116.0758063,117.1526492,171.2156427,182.5118544,181.5071974
Cd2,52.84212293,55.34026674,53.2458952,114.7414677,115.0254745,114.7981571,176.809623,176.0839483,178.4393007
Cd2,58.59949045,55.35142236,58.44534152,116.3797135,121.3393252,116.3406113,178.0155896,177.9762495,176.9026142
Cd2,53.99461177,52.22508421,51.05020439,115.5304369,114.2234176,113.9008118,174.9429691,176.5170207,182.5513467
Cd2,60.3750023,51.85872814,53.57925414,122.4778798,121.8858454,110.4091982,176.5601396,179.1684136,179.1037613
Cd2,53.51124409,54.55598246,58.08163333,114.8533756,116.0113844,114.1318548,172.4307061,174.7208394,177.7983402
Cd2,60.68508578,56.70166062,51.3743631,119.8124462,118.711435,118.0750844,178.3795286,175.5308714,181.8043232
Cd2,57.42195872,51.03862778,51.44687282,121.7466506,116.0624803,117.3678379,178.2849543,181.6338385,177.4728891
Cd2,60.13774303,56.49375224,49.05502986,116.8105233,115.2427223,110.0977243,176.1690253,182.0693296,179.7657669
Cd2,54.08123993,57.24911881,53.71891929,117.0277899,119.885206,117.4793264,178.0385438,177.549504,179.023521
Cd2,60.04916672,56.11929095,53.97671361,116.5735551,116.7110523,117.1372385,174.8115271,176.4534378,178.7726524
Cd2,54.53001574,50.96483667,53.23394609,117.0688916,121.0701471,112.5931373,178.4002266,174.7860767,180.2366947
Cd2,52.18547279,55.57512893,50.48822636,120.7387373,115.9239769,109.2877762,171.7420906,175.3804906,176.3249839
Cd2,58.45518925,50.90777606,55.50832525,118.1248581,117.6683804,118.3726436,179.0472072,174.7487362,176.3721888
Cd2,53.33518806,52.08772636,49.41671885,117.8892879,118.4780088,117.3757307,177.0755385,178.5047293,183.4603182
Cd2,60.5814355,56.8645642,50.1135922,117.7091672,122.131868,118.3019866,178.3676047,180.1582147,183.9622531
Cd2,56.64112998,49.26101064,58.53235272,121.7090463,117.1905456,116.8722225,171.8132777,180.0510412,179.9857508
Cd2,51.13982172,49.08795631,51.33497481,118.3239834,121.7268427,111.0771828,171.7051376,176.0374984,179.6444799
Cd2,53.40440796,52.66516066,51.7825964,119.1220943,121.5935773,109.8008022,176.5444955,182.7630443,174.2102055
Cd2,53.50920655,57.24146565,50.64189177,119.8317537,113.6748383,114.4253054,170.2022267,175.4123741,179.0970262
Cd2,60.76997252,55.32525777,52.49123962,117.9284742,113.275592,115.2640017,179.6620487,179.4586166,178.6252435
Cd2,59.19484836,51.87798428,53.0974252,113.665226,122.8243453,115.8921547,175.4604048,173.5964411,180.5979661
Cd2,55.72308276,52.34216684,58.91984337,113.2802711,122.5857162,117.5008802,172.3683492,174.9513596,179.7442612
Cd2,52.8782887,56.62668184,57.109375,118.9740515,121.5741458,111.7967198,179.4103349,177.3230137,174.7106191
Cd2,58.75573081,49.73289898,57.5056669,119.2321034,116.0693147,117.7901206,176.9001617,176.524406,179.662809
Cd2,59.48429381,50.64581853,50.03816997,116.3219516,117.831308,110.4190491,170.3737235,174.3210766,179.7360056
Cd2,58.79254257,53.76976467,52.0131629,113.6231134,116.1287499,116.5043432,172.8523245,174.4832199,175.6991096
Cd2,59.50265568,50.10564259,50.69627587,118.1968667,122.6026843,116.0366952,176.7445164,182.6031787,174.1749594
Cd2,51.80528851,50.68927111,51.25232869,120.2148572,117.4451926,116.3878638,174.6889497,181.8316332,177.3181869
Cd2,54.74223568,57.50069538,53.77867612,122.3790143,114.4621041,112.6515493,176.1287888,182.2820464,178.6602955
Cd2,54.25347493,50.42215682,57.38884397,120.4932547,118.6614785,114.0624941,179.9032369,174.4525847,180.9140106
Cd2,58.03658662,57.66476001,57.00971595,121.9834908,119.7751371,111.0972221,174.7021605,181.7929105,179.066325
Cd2,59.02792818,55.54237858,57.84841387,113.2981624,121.693388,113.9516002,178.2218808,182.4981781,177.969122
Cd2,57.03910872,56.15094713,53.07843552,116.7485035,117.0426285,113.5591863,170.7557619,182.5494756,181.9976067
Cd2,60.46457893,49.05262761,56.68117063,120.0652079,113.8691514,118.3981297,176.214946,175.7827363,181.6653211
Cd2,57.00618835,54.51913847,53.94011397,114.7967822,114.145848,109.7522873,175.2879555,177.6276306,180.9903603
Cd2,55.02738777,58.3872482,58.91575282,120.6823285,122.2440303,118.1913537,173.1186083,175.4715916,182.8209446
Cd2,57.63894894,49.13120531,49.85803875,116.3476724,116.3275049,115.8136977,170.7180311,174.8130264,182.3361126
Cd2,58.43621964,51.34443243,53.75705545,121.8919974,113.9435582,109.4990865,177.8308685,180.7246803,181.043861
Cd2,58.56216048,52.74178802,50.02768624,119.3886876,118.8390767,116.8102757,179.4434457,181.9205742,175.4459759
Cd2,53.71532567,56.61933069,55.72495708,114.0795058,114.1842417,117.730566,178.9433401,182.8239581,174.5946181
Cd2,57.10638815,57.96152894,57.53756091,118.5525053,122.8482364,112.804657,172.7888312,173.5819248,182.0483155
Cd2,57.81173702,50.64727126,57.87306131,114.6924909,115.8434613,115.0867137,175.349545,181.9307237,176.9561936
Cd2,54.09052186,50.51941469,55.49554294,115.6594008,121.2522976,117.498043,174.4581145,173.2000737,176.3996863
Cd2,56.43589258,53.89289502,49.06724552,116.3669891,113.3199407,112.5070763,176.2006891,182.6859297,177.9162689
Cd2,53.62279795,53.12859498,58.00534113,113.2013258,121.0187337,116.4881462,175.925381,177.1842909,177.9945788
Cd2,56.2227243,51.7419868,53.88550952,113.9065322,119.2342892,109.0838309,170.4896785,176.681598,176.8898156
Cd2,60.21966191,49.03872096,58.89673148,119.3832141,115.0446975,116.1221294,171.2945478,180.5111397,183.6712999
Cd2,55.65450907,53.29570213,58.20284187,115.3391458,116.8018174,109.7472738,175.5680344,175.0247955,182.8203615
Cd2,57.63021529,56.13444216,49.1882924,116.923433,121.3154625,113.7220331,171.4804047,174.0872812,175.1847481
Cd2,51.09574884,57.83423275,58.94962569,117.1798498,121.6287319,111.8927234,176.5101003,179.4879791,176.0015519
Cd2,52.86064776,56.69315144,55.14902945,120.9430005,115.5273118,117.2176192,170.1981848,175.0664394,180.2797623
Cd2,57.60129292,54.97507312,55.27876692,119.2631973,122.9925964,114.4142632,177.7056859,179.2825441,175.0799177
Cd2,56.19820403,56.08555151,53.65433494,122.4926091,121.6005868,114.1225766,178.4041109,178.5727503,180.4955745
Cd2,53.73145792,50.28960844,53.72326079,113.2377487,120.9739914,116.1051998,171.366752,174.732003,183.9188058
Cd2,56.73338109,50.11534925,53.77636911,119.3820352,117.6427006,114.6048176,172.8960021,176.2326219,179.7960338
Cd2,52.47235088,49.81213802,56.943572,122.7268792,119.8355401,109.8741791,172.3205339,182.43957,175.5342839
Cd2,60.2819473,57.64270034,58.71909051,116.3253861,122.9076849,117.4360651,179.0328622,181.0487325,178.9823419
Cd2,52.97533921,55.70842775,52.79316811,113.8117998,121.4566085,114.452841,176.7269748,176.0929462,180.6103082
Cd2,59.6353031,52.8264363,51.25138988,117.0052589,119.789201,114.1566715,174.8170139,175.1300526,176.2317205
Cd2,55.25848782,49.04556777,54.51674683,114.6958895,120.3991101,112.7302345,173.3156501,176.1863668,181.111703
Cd2,52.26748613,52.3548663,52.53251723,120.282128,120.9036811,118.2394271,179.7287699,179.1427766,177.8175092
Cd2,53.25987861,54.3764415,54.60500872,115.3175223,121.9154591,118.0752578,173.2193262,179.6887912,182.7861438
Cd2,59.91928241,52.10893967,56.12715328,119.3080989,113.2707976,115.1152346,176.6150987,174.0509199,176.0495291
Cd2,51.32115897,55.37977159,51.9219929,119.0630794,120.3398767,111.5046648,174.1296324,177.5331289,174.2966628
Cd2,59.92642802,58.87168315,56.61467103,119.4398332,122.5802068,110.3114006,174.6512753,182.4583601,178.246353
Cd2,51.10659952,55.36944538,57.60990941,113.0363053,119.5681304,112.1366503,175.1119566,174.8356844,179.41627
Cd2,56.81784023,53.59242052,54.95481802,114.607609,122.0172518,112.3720209,174.9539743,180.8213104,183.7270992
Cd2,59.01336398,51.3821872,54.55897191,121.9283528,117.9700222,115.9983545,179.9724396,177.7864921,176.4712114
Cd2,51.01037199,57.88359747,57.9485924,118.2879593,114.7761122,116.9592174,177.5170174,180.4627588,176.1782153
Cd2,58.07058142,56.37766903,50.92748313,121.533923,117.8313177,110.3873316,178.3624059,177.5985816,181.4142659
Cd2,51.47296025,52.79340684,52.51344562,119.9428405,122.8632174,112.3761949,174.0763658,178.9803863,176.7425344
Cd2,58.96395409,52.51396569,58.50543325,113.5034013,118.4332003,114.4926861,178.0931758,181.4226646,180.1637185
Cd2,53.52225196,56.99791727,58.21212025,113.6859639,119.8607092,118.2991343,170.5079437,174.0979238,179.1763232
Cd2,53.33328844,54.03495069,56.74394624,116.1531126,113.839444,110.8313084,170.9359562,177.0437001,180.790127
Cd2,56.4190176,56.96974918,57.88630673,116.8260685,117.9334591,117.5843348,171.7177661,180.796032,175.6381217
Cd2,60.01963924,55.86719577,52.70402181,117.0504431,122.9483992,114.6451741,172.6747638,181.3407226,179.715773
Cd2,52.25373189,55.33179394,51.58088055,122.5701304,115.6208247,109.1825494,172.5630266,179.3576866,181.7463657
Cd2,51.83341739,56.5904988,54.0790488,118.856583,118.1260323,110.3896084,178.1344554,181.382634,174.9020724
Cd2,58.50606106,50.58305205,55.69764894,113.9974684,115.5232659,113.6372355,171.109975,174.5441879,181.098145
Cd2,57.09974677,58.84736877,49.39063043,117.7613251,117.8651371,111.7517085,178.1484884,182.3826315,183.2486043
Cd2,60.76608331,58.12408451,51.24997131,113.9684777,116.6219187,117.4579852,174.28138,174.3803432,179.7160961
Cd2,56.41867204,49.55562062,57.49035089,122.478894,122.6602504,110.82575,175.0099739,178.2623047,178.9881806
Cd2,59.7341206,53.37890188,53.10799528,117.3441349,119.8354568,117.2721541,175.9985702,174.0914763,176.9906417
Cd2,53.94195919,54.64073548,54.83931806,121.2637503,120.5133353,112.2495431,175.7728383,179.8492244,174.3933506
Cd2,57.21842238,56.15528083,57.09726077,122.4616927,113.6095073,113.8824653,178.3261825,180.8489222,180.4527093
Cd2,52.30346678,53.04215357,52.22451239,120.4889753,122.3086548,111.796945,175.8605308,174.1028653,181.8153463
Cd2,53.33803217,50.68242046,52.07034906,114.3331977,119.7227777,110.624954,177.0441799,176.1081086,180.1184227
Cd2,51.95343844,57.85502234,58.79992054,119.4009693,115.7756587,113.7004438,172.8806296,179.6054261,174.5942236
Cd2,56.50810025,53.69869105,52.80233375,119.0337946,115.0910066,109.1859307,172.1267334,173.400877,174.8157184
Cd2,58.57942823,51.21463921,53.16043115,121.2618479,119.4270472,110.6407177,173.0467572,177.4139543,176.1989766
Cd2,59.01467033,55.10293163,50.24922584,120.9497439,114.4723358,112.366905,175.3986882,176.9085173,179.2079492
Cd2,52.540339,54.20372527,53.24150028,113.2689815,115.7230204,112.8543788,178.2106535,179.0854154,180.0124624
Cd2,55.30197543,49.80614885,50.07930134,121.5860308,113.8649077,118.950744,179.8083534,177.1286468,177.8195796
Cd2,55.65535794,54.38739837,55.21793029,120.2037926,121.9375301,114.7359573,174.8314558,181.8384683,182.464415
Cd2,59.62463964,56.61335291,49.53383442,120.3718686,122.8731024,112.0296994,170.1058937,180.7766494,178.040837
Cd2,51.49937546,58.12388301,51.9557812,119.951213,115.7904259,110.8060944,174.4054227,175.8269156,183.7709229
Cd2,59.10846508,55.80016023,53.27332043,120.5389538,113.7328137,109.3902152,176.3983744,175.7474785,181.3314277
Cd2,51.49660218,58.683027,50.68940566,116.6946422,115.0863929,115.4570625,177.3507833,176.2405876,180.2368187
Cd2,57.89709679,50.769204,54.31876648,118.5462721,115.2088365,116.637227,176.011354,179.9929101,174.7268914
Cd2,55.52497585,50.82936271,49.1362771,120.1691666,122.334364,112.5262937,176.0697925,180.8246577,177.1454664
Cd2,53.13790424,53.07904553,54.31364882,117.832919,115.2223066,118.3275662,170.9284375,182.5690053,182.8310456
Cd2,57.48566746,53.55961263,52.14698236,118.241337,118.4752404,113.4331161,178.7580747,174.7247222,177.4541758
Cd2,60.00633713,50.26867484,54.52348428,113.4831995,118.2461183,115.5158333,175.7484113,181.5789388,182.9253719
Cd2,54.12552453,54.09099219,56.33722546,118.5205568,119.5661864,118.9050541,171.2652547,178.636998,174.6723458
Cd2,55.96309683,56.92822411,50.89242777,115.7997442,120.073214,116.7584003,174.9817951,181.0273792,183.5280578
Cd2,51.26748579,51.3806826,53.91475974,120.2993009,114.3973411,112.780707,174.0094671,182.5720405,178.2129984
Cd2,58.2407364,56.47717884,54.37677436,119.2642734,122.4936533,118.8887064,174.0066307,175.3807188,183.4219774
Cd2,59.4176942,51.22291981,53.25745555,116.7413135,120.584832,113.3333662,177.1194141,179.8379936,178.3206916
Cd2,57.98467531,51.0351925,52.07056,119.9375768,119.1794124,111.8267122,178.5246499,180.7690493,179.4362627
Cd2,51.66189168,55.59830746,58.1272649,122.6344782,117.2442043,117.1089729,175.7275875,174.1264712,176.5219422
Cd2,52.69302229,58.18140524,54.69292307,116.0526717,115.6110527,110.2070578,178.3167486,180.3430445,178.4331129
Cd2,53.86442766,54.94720222,57.83729434,114.6694758,115.2037951,112.1939469,171.380803,180.1370212,178.8862515
Cd2,53.35624377,58.58290369,56.39190824,113.763842,113.4574993,117.3546851,177.1728194,177.2273318,180.1889001
Cd2,52.29704247,55.52297676,52.2362812,115.7450297,120.029993,110.0538848,170.5244066,182.0880111,174.9336188
Cd2,52.74453449,50.48275807,51.19529872,116.8816201,122.9483063,115.6340405,178.3984538,175.1473184,175.6335924
Cd2,57.65926013,50.7252081,49.321918,119.7660483,117.5735265,117.7672005,178.0129174,176.5883615,181.0891012
Cd2,53.68424261,57.79777728,55.7352048,117.9460162,115.4654027,113.2292688,177.5806892,175.9343116,180.8514306
Cd2,53.22156248,49.85530635,49.07623694,119.0545743,115.726693,116.2621999,173.3432732,173.4354006,176.2647082
Cd2,54.97188892,54.38301501,56.09863693,120.2599647,113.9422235,115.7152528,172.1079398,182.625779,179.368051
Cd2,58.6545193,49.95718975,58.05109188,121.5154873,116.9664429,116.9320609,177.0185147,176.3159099,179.4172791
Cd2,55.50611289,51.95984742,57.06412528,118.6979885,120.3094481,117.6258411,173.3057832,177.0453231,178.7308628
Cd2,55.92202315,56.02056415,52.85948291,121.7997709,121.5560464,109.2920832,172.9628352,182.0073505,178.6582651
Cd2,56.51982049,58.90755758,54.51485338,119.0415494,119.879011,117.7427336,172.6189195,178.5472494,182.6257719
Cd2,58.66881247,57.19354959,52.98056206,114.718768,117.0940907,114.3424109,177.9377441,176.8542541,182.149443
Cd2,57.61654203,49.59593429,52.02048249,122.1202788,114.7881691,118.6953349,178.9724106,173.531712,179.6568844
Cd2,57.00858808,56.15649367,55.69708207,114.0965286,119.669514,110.2559534,175.5708743,177.290744,181.4829056
Cd2,53.82769675,51.41609183,54.44565803,115.9231955,117.7161016,114.3571092,170.6619101,175.5814159,175.9636647
Cd2,52.90569451,57.30059534,51.94714584,113.6276538,117.4548294,118.5223988,179.1574196,175.0268228,179.3671635
Cd2,58.58289173,50.52981094,54.70885334,116.1062817,115.8501611,109.1591623,171.1018481,175.5133242,178.7666445
Cd2,57.30550011,55.84739619,55.45738759,115.0093873,114.6917218,117.1006596,177.6226796,180.461179,176.3608643
Cd2,59.2417467,51.59015713,52.86513911,119.3546205,117.0830239,110.620935,174.0564072,182.0809933,175.5117018
Cd2,53.69701699,58.31353253,51.95462442,117.0787215,122.4626256,116.7645502,176.7476282,181.1759564,177.5542173
Cd2,58.97388197,51.3857444,56.76466068,114.2561812,115.7081493,117.5533291,171.8039328,177.6539349,181.636626
Cd2,51.83883927,55.47511926,49.07460681,114.4648094,117.2546083,110.4983814,172.6924733,173.5089402,174.5809586
Cd2,58.537985,55.22337687,58.02399682,117.278177,115.6311781,111.8167262,178.486988,175.9234,177.8654428
Cd2,59.76703573,49.55020668,57.44252353,114.064649,121.6555459,110.8177696,173.409387,178.9186816,183.8620459
Cd2,52.11908065,57.21922235,57.90567676,115.9075323,117.7794483,118.958853,178.3818495,177.3509305,180.6761685
Cd2,57.28422311,51.37685657,57.10795879,120.1835617,118.9577634,111.5373038,176.2146835,180.1204668,176.2611342
Cd2,53.90137692,56.62013175,55.67385252,122.4817004,118.6307551,117.765289,175.7795206,173.1695939,183.4539805
Cd2,55.21839994,54.31832605,57.41765568,118.2154418,116.2361587,115.5308652,172.8249735,181.950408,174.9164202
Cd2,57.99134243,55.44438729,56.73302739,113.6090878,115.0647308,114.5971046,172.845433,182.9788981,183.2068692
Cd2,60.81760808,58.45437958,58.97546108,116.0039234,114.0035262,111.0006572,177.3502601,179.2345581,174.4504885
Cd2,58.72772549,55.06567178,51.48896732,114.6905032,122.3632387,115.0993465,179.1058104,177.9385516,181.1292092
Cd2,57.69657786,51.54543793,52.88476662,113.6443699,113.183646,117.0736726,178.1905057,176.9053244,182.7407601
Cd2,54.21908443,52.51913494,56.57096826,116.5761157,122.4361835,111.6167142,170.0126694,174.7468657,176.1555495
Cd2,51.7653981,50.88407615,49.52103331,116.1231773,113.3499192,116.4810434,170.40914,176.3129517,183.6149132
Cd2,53.1458631,50.72734666,56.59334718,122.7511446,118.8329,118.600341,178.4050096,174.5912088,181.2774397
Cd2,52.94473288,49.25486143,56.33992532,122.6090667,114.5049729,109.0908912,174.3621548,174.3207636,181.9510213
Cd2,53.54907667,50.10820696,49.31231749,119.0149676,117.3993823,117.9496185,174.7123075,179.2344613,179.1765724
Cd2,56.95598769,49.53250647,58.67842069,122.4070522,118.9850227,110.3479894,173.9033413,173.7820729,183.2374833
Cd2,54.8292468,56.08738025,57.49822664,114.5177223,119.0589753,109.5237951,179.8559385,174.3596292,174.1167221
Cd2,52.15960124,57.08847945,53.54687491,117.8102601,113.9802914,110.0056819,177.7916427,181.0687918,182.7821339
Cd2,56.74087073,51.64045704,50.11230821,119.1495631,115.313911,112.5163443,179.8596907,173.4095424,182.0529393
Cd2,54.72432454,53.36941655,54.66259714,122.0666179,116.5232859,110.3465803,176.4368809,179.8551363,176.6946463
Cd2,54.81951649,54.81951687,58.76095821,115.7406946,114.4571053,118.9665457,170.6718584,182.8582043,176.41531
Cd2,52.33008592,57.05002542,53.62207121,114.5123653,113.1170775,110.4043311,177.4325761,175.3577434,182.2150476
Cd2,56.07220037,57.55016867,51.00799307,113.0037616,118.1989656,117.3018306,179.6288952,182.735542,181.315327
Cd2,55.10888644,51.09132023,54.78624613,120.0010556,120.2343423,114.4194708,179.4670244,175.0087717,180.003366
Cd2,53.92226123,55.26705295,50.44578563,116.4765485,113.9030864,118.9319724,176.2477395,173.5700608,176.729774
Cd2,51.21217342,50.28324098,50.31589918,121.1684043,118.7798024,109.375826,174.8660269,177.9512049,179.6559359
Cd2,53.13067871,57.66842842,57.65337852,122.6828949,120.4574951,115.2969253,175.6811408,178.2008824,175.6882488
Cd2,53.92285999,53.78418771,58.01437229,121.2967354,121.0581994,115.5997264,170.5112598,180.8460833,176.1755624
Cd2,59.12013357,50.04185996,52.01259868,119.6717087,118.6384427,112.8865787,179.2330187,178.3907663,180.0719382
Cd2,55.65424724,50.67216131,56.17931908,120.4032179,114.9029361,109.0249121,176.4948872,175.1634507,179.5548149
Cd2,51.68304655,55.90240423,51.15934704,117.4455964,115.5801398,115.2221502,176.7725043,173.517226,180.4228242
Cd2,53.89870797,55.78546838,56.86114497,113.1307325,117.1104287,116.6435929,172.548607,173.3183076,182.1189743
Cd2,59.52236428,58.41158328,50.13408032,113.8858942,113.4855077,115.8973958,173.1842646,175.4854885,178.8984921
Cd2,51.46294417,58.39982697,58.58855868,117.3706488,121.6946945,113.9591717,179.0466015,182.8644284,178.7124867
Cd2,58.88251727,54.60320715,57.4707734,117.7997304,114.9266511,118.4289252,172.818327,176.0565768,174.9371672
Cd2,56.2989646,50.17435136,53.45356515,120.3228715,113.5844301,109.2179714,179.37141,175.5595685,177.0932539
Cd2,59.6304711,49.93328575,53.48708187,119.6854691,120.8139558,115.006227,171.1810876,173.5398145,174.8583066
Cd2,51.24326298,51.00609548,50.5572282,122.390177,121.9380626,117.2801293,175.4207062,175.4503555,178.5862894
Cd2,59.47224377,52.21584478,55.05167895,116.0756146,119.3840333,109.4637823,176.7962712,175.0997375,183.1327704
Cd2,51.84609676,50.01712356,57.31707414,117.589177,114.2518808,116.2535426,178.9063679,182.5240679,177.6917066
Cd2,56.03834403,53.62042376,53.70197546,118.1662307,121.4213706,110.1071136,172.7619581,177.0932316,182.4237627
Cd2,57.64839039,58.42165535,55.99375997,118.2318358,121.7151388,113.1404394,175.9998253,180.5569031,182.1519335
Cd2,59.03724001,52.67561158,49.57168805,115.5338127,120.9184262,112.8733154,170.5036582,182.2193402,177.7541097
Cd2,55.31024061,49.95855059,56.01735123,113.2882238,117.5518856,115.3911241,177.0931864,175.2561838,180.8618054
Cd2,57.39517229,53.04888638,49.71260468,116.9463669,122.3176643,117.7037091,176.9055927,175.7363725,181.0367196
Cd2,53.552777,54.63176131,51.64699049,114.5473411,118.1358142,110.9077976,175.379695,180.0091221,181.9539394
Cd2,56.93392903,58.61393019,50.67176633,119.9121154,122.4512527,115.0099083,174.5335576,182.8580037,179.7227852
Cd2,58.64834603,50.73463564,51.78860955,114.6653475,122.5278224,111.2884763,176.3114819,178.151475,182.4841011
Cd2,58.870045,51.77696831,54.23778798,117.0434241,122.7248565,110.8614664,179.6452992,178.3087364,178.2455607
Cd2,55.37402339,55.83714505,50.4564847,119.1011376,119.8258749,113.7247944,176.1765697,178.3055674,177.9969255
Cd2,52.5284501,52.40038984,49.47710661,115.6176475,118.8606953,116.3477745,177.891447,177.7524384,174.5003146
Cd2,58.63141251,52.65025685,50.32389287,116.9027642,119.1016461,113.6963407,172.2074244,182.0645764,183.0407083
Cd2,55.71595907,57.78210075,56.12293233,117.6310194,117.9421383,113.2352926,179.5057879,180.9830781,183.2535094
Cd2,56.43469794,50.75758841,54.62654073,116.1025779,119.8169875,113.8728626,174.0384346,181.3630942,176.4029937
Cd2,54.58355568,50.88929452,58.71696335,119.8424456,119.2460146,115.2122972,177.5752616,182.130048,176.0065691
Cd2,51.79427387,49.52925333,51.00112661,113.5773973,118.5036238,112.4616992,172.9389699,182.4111383,176.237266
Cd2,59.31408098,49.38170055,57.89469036,113.1379128,113.9792531,116.8786036,173.1482274,178.0040315,183.321911
Cd2,52.01956007,56.27104323,49.99808293,114.8422044,114.7251554,113.1035114,170.4669175,174.4165164,176.0451295
