cmpdname,mw,polararea,heavycnt,hbondacc,C number,N number,O number,Side chain number,Double bond number,Triple bond number,Classify,BoilingPoint
5-Undecanol,172.31,20.2,12,1,11,0,1,1,0,0,Alcohol,502.15
3-Undecanol,172.31,20.2,12,1,11,0,1,1,0,0,Alcohol,502.15
4-Undecanol,172.31,20.2,12,1,11,0,1,1,0,0,Alcohol,543.02
4-Tridecanol,200.36,20.2,14,1,13,0,1,1,0,0,Alcohol,588.78
6-Tridecanol,200.36,20.2,14,1,13,0,1,1,0,0,Alcohol,588.78
5-Methyltetradecane,212.41,0,15,0,15,0,0,1,0,0,Hydrocarbon,542.36
5-Decanol,158.28,20.2,11,1,10,0,1,1,0,0,Alcohol,489.15
5-Methyl-1-heptene,112.21,0,8,0,8,0,0,1,1,0,Hydrocarbon,386.15
"3,3,6-Trimethylhepta-1,5-dien-4-ol",154.25,20.2,11,1,10,0,1,4,2,0,Alcohol,517.63
"3,3-Dimethyl-1,2-butanediol",118.17,40.5,8,2,6,0,2,3,0,0,Alcohol,478.65
"Octa-1,3,7-triene",108.18,0,8,0,8,0,0,0,3,0,Hydrocarbon,393.15
D-Citronellol,156.26,20.2,11,1,10,0,1,2,1,0,Alcohol,497.15
"2-Ethylpropane-1,3-diol",104.15,40.5,7,2,5,0,2,1,0,0,Alcohol,497.92
2-Methyloctan-1-ol,144.25,20.2,10,1,9,0,1,1,0,0,Alcohol,497.26
"3,4-Hexanediol",118.17,40.5,8,2,6,0,2,2,0,0,Alcohol,506.65
"3,7,11-Trimethyl-1-dodecyn-3-ol",224.38,20.2,16,1,15,0,1,4,0,1,Alcohol,620.99
3-Methyl-4-heptanol,130.229,20.2,9,1,8,0,1,2,0,0,Alcohol,438.15
Tris(2-ethylhexyl)amine,353.7,3.2,25,1,24,1,0,4,0,0,Amine,759.84
4-Methyl-4-penten-2-ol,100.16,20.2,7,1,6,0,1,2,1,0,Alcohol,402.15
3-Ethylhex-1-ene,112.21,0,8,0,8,0,0,1,1,0,Hydrocarbon,383.45
2-Ethyl-3-methyl-1-pentene,112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon,386.15
3-Methylhexylamine,115.22,26,8,1,7,1,0,1,0,0,Amine,422.15
"3,7-Dimethylocta-1,5,7-trien-3-ol",152.23,20.2,11,1,10,0,1,3,3,0,Alcohol,514.75
4-Methyl-2-propylpentan-1-ol,144.25,20.2,10,1,9,0,1,2,0,0,Alcohol,465.4
9-Methyldecan-1-ol,172.31,20.2,12,1,11,0,1,1,0,0,Alcohol,543.02
4-Methyl-1-heptanol,130.229,20.2,9,1,8,0,1,1,0,0,Alcohol,457.15
"4,4-Dimethyl-2-pentanol",116.2,20.2,8,1,7,0,1,3,0,0,Alcohol,410.4
3-Methyltridecane,198.39,0,14,0,14,0,0,1,0,0,Hydrocarbon,521.85
3-Methyloctadecane,268.5,0,19,0,19,0,0,1,0,0,Hydrocarbon,600.15
"3,4-Dimethyl-1-pentanol",116.2,20.2,8,1,7,0,1,2,0,0,Alcohol,438
n-Methylbutan-2-amine,87.16,12,6,1,5,1,0,1,0,0,Amine,375.65
"2,3,6-Trimethyloctane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon,453.15
"2,2,3-Trimethyldecane",184.36,0,13,0,13,0,0,3,0,0,Hydrocarbon,493.37
"2,2,4,4,6-Pentamethylheptane",170.33,0,12,0,12,0,0,5,0,0,Hydrocarbon,460.65
2-Undecanamine,171.32,26,12,1,11,1,0,1,0,0,Amine,523.37
9-Dodecyn-1-ol,182.3,20.2,13,1,12,0,1,0,0,1,Alcohol,575.34
4-Methyltridecane,198.39,0,14,0,14,0,0,1,0,0,Hydrocarbon,519.48
N-Methylpentylamine,101.19,12,7,1,6,1,0,0,0,0,Amine,390.15
1-Tridecyne,180.33,0,13,0,13,0,0,0,0,1,Hydrocarbon,507.15
"3,7,11,15-Tetramethylhexadec-1-yn-3-ol",294.5,20.2,21,1,20,0,1,5,0,1,Alcohol,734.95
13-Tetradecen-1-ol,212.37,20.2,15,1,14,0,1,0,1,0,Alcohol,608.78
"2,6-Dimethyloct-7-ene-2,6-diol",172.26,40.5,12,2,10,0,2,4,1,0,Alcohol,602.98
N-Methyltetradecylamine,227.43,12,16,1,15,1,0,0,0,0,Amine,566.15
(2H4)Methane,20.067,0,1,0,1,0,0,2,0,0,Hydrocarbon,112.15
Dotetracontane,591.1,0,42,0,42,0,0,0,0,0,Hydrocarbon,810.15
"2,4-Dimethyl-1-heptene",126.24,0,9,0,9,0,0,2,1,0,Hydrocarbon,401.64
Non-3-yn-1-ol,140.22,20.2,10,1,9,0,1,0,0,1,Alcohol,376.4
Ethynol,42.04,20.2,3,1,2,0,1,0,0,1,Alcohol,327.66
Butylisopropylamine,115.22,12,8,1,7,1,0,1,0,0,Amine,397.65
"Pentane-2,3-diol",104.15,40.5,7,2,5,0,2,2,0,0,Alcohol,460.65
2-Propyl-1-pentanol,130.229,20.2,9,1,8,0,1,1,0,0,Alcohol,452.15
"Heptane-1,2,3-triol",148.2,60.7,10,3,7,0,3,2,0,0,Alcohol,635.42
"7,11-Dimethyloctadecane",282.5,0,20,0,20,0,0,2,0,0,Hydrocarbon,656.32
"2,6,11,15-Tetramethylhexadecane",282.5,0,20,0,20,0,0,4,0,0,Hydrocarbon,592
2-Methyl-3-pentyn-2-ol,98.14,20.2,7,1,6,0,1,2,0,1,Alcohol,434.83
"2,3-Pentadiene",68.12,0,5,0,5,0,0,0,2,0,Hydrocarbon,321.35
"1,2-Hexadiene",82.14,0,6,0,6,0,0,0,2,0,Hydrocarbon,349.15
"2,3-Hexadiene",82.14,0,6,0,6,0,0,0,2,0,Hydrocarbon,341.15
3-Ethyl-2-methyl-3-pentanol,130.229,20.2,9,1,8,0,1,3,0,0,Alcohol,433.15
Tributylcarbinol,200.36,20.2,14,1,13,0,1,2,0,0,Alcohol,585.99
4-Methyl-4-heptanol,130.229,20.2,9,1,8,0,1,2,0,0,Alcohol,439.15
9-Heptadecanol,256.5,20.2,18,1,17,0,1,1,0,0,Alcohol,680.3
2-Methyl-4-penten-2-ol,100.16,20.2,7,1,6,0,1,2,1,0,Alcohol,392.7
"Hepta-2,4-diene",96.17,0,7,0,7,0,0,0,2,0,Hydrocarbon,368.08
2-Dodecyne,166.3,0,12,0,12,0,0,0,0,1,Hydrocarbon,499.15
2-Tetradecyne,194.36,0,14,0,14,0,0,0,0,1,Hydrocarbon,536.15
Undec-4-ene,154.29,0,11,0,11,0,0,0,1,0,Hydrocarbon,455.44
"2,3,3-Trimethyl-1,4-pentadiene",110.2,0,8,0,8,0,0,3,2,0,Hydrocarbon,372.65
"2,3-Dimethyl-1,4-pentadiene",96.17,0,7,0,7,0,0,2,2,0,Hydrocarbon,352.56
4-Methyl-3-penten-1-ol,100.16,20.2,7,1,6,0,1,1,1,0,Alcohol,430.65
"2,6-Octadiyne",106.16,0,8,0,8,0,0,0,0,2,Hydrocarbon,400.64
5-Undecene,154.29,0,11,0,11,0,0,0,1,0,Hydrocarbon,465.45
"3,4-Diethyl-3-hexene",140.27,0,10,0,10,0,0,2,1,0,Hydrocarbon,431.4
3-Methyl-1-pentyne,82.14,0,6,0,6,0,0,1,0,1,Hydrocarbon,330.02093
7-Tridecanol,200.36,20.2,14,1,13,0,1,1,0,0,Alcohol,588.78
"4,4-Dimethyl-2-pentyne",96.17,0,7,0,7,0,0,2,0,1,Hydrocarbon,356.15
"4,4-Dimethylheptane",128.25,0,9,0,9,0,0,2,0,0,Hydrocarbon,407.15
"2,4,6-Octatriyne",102.13,0,8,0,8,0,0,0,0,3,Hydrocarbon,409.64
"Hepta-1,5-diene",96.17,0,7,0,7,0,0,0,2,0,Hydrocarbon,367.15337
"3-Methyl-1,5-hexadiene",96.17,0,7,0,7,0,0,1,2,0,Hydrocarbon,353.21985
2-Methylnonadecane,282.5,0,20,0,20,0,0,1,0,0,Hydrocarbon,612.15
"4,4-Dimethyl-1-hexene",112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon,380.35
3-Tetradecanol,214.39,20.2,15,1,14,0,1,1,0,0,Alcohol,611.66
"2,3-Dimethyl-2-hexanol",130.229,20.2,9,1,8,0,1,3,0,0,Alcohol,424.15
Trinonylamine,395.7,3.2,28,1,27,1,0,1,0,0,Amine,671.15
4-Propyl-4-heptanol,158.28,20.2,11,1,10,0,1,2,0,0,Alcohol,467.14283
5-Methyl-1-hexyne,96.17,0,7,0,7,0,0,1,0,1,Hydrocarbon,364.15
5-Undecyne,152.28,0,11,0,11,0,0,0,0,1,Hydrocarbon,471.09534
"2,6-Dimethylocta-2,6-diene",138.25,0,10,0,10,0,0,2,2,0,Hydrocarbon,436.48
"2,4,6-Trimethylheptane",142.28,0,10,0,10,0,0,3,0,0,Hydrocarbon,419.6563
"2,4-Hexadiyne",78.11,0,6,0,6,0,0,0,0,2,Hydrocarbon,402.65
"1,2,3-Butatriene",52.07,0,4,0,4,0,0,0,3,0,Hydrocarbon,286.86
2-Methyl-1-nonene,140.27,0,10,0,10,0,0,1,1,0,Hydrocarbon,440.15
"2,2,4,10,12,12-Hexamethyl-7-(3,5,5-trimethylhexyl)tridecane",394.8,0,28,0,28,0,0,10,0,0,Hydrocarbon,828.79
"2,3-Dimethyl-2-heptene",126.24,0,9,0,9,0,0,2,1,0,Hydrocarbon,418.60815
"1,3,5-Hexatriyne",74.08,0,6,0,6,0,0,0,0,3,Hydrocarbon,353.39
4-Propylheptane,142.28,0,10,0,10,0,0,1,0,0,Hydrocarbon,440.15
2-Methyl-2-decanol,172.31,20.2,12,1,11,0,1,2,0,0,Alcohol,540.23
"3,3-Dimethyl-1-hexene",112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon,377.15
"2,3-Divinylbutadiene",106.16,0,8,0,8,0,0,2,4,0,Hydrocarbon,369.12
6-Tetradecyne,194.36,0,14,0,14,0,0,0,0,1,Hydrocarbon,528.92
"3,3-Dimethyloctane",142.28,0,10,0,10,0,0,2,0,0,Hydrocarbon,433.23942
"2,4-Dimethyl-1,4-pentadiene",96.17,0,7,0,7,0,0,2,2,0,Hydrocarbon,352.88
"1,3-Hexadiyne",78.11,0,6,0,6,0,0,0,0,2,Hydrocarbon,336
4-Propyl-3-heptene,140.27,0,10,0,10,0,0,1,1,0,Hydrocarbon,433.65
4-Methylhept-3-ene,112.21,0,8,0,8,0,0,1,1,0,Hydrocarbon,391
"1,3-Pentadiyne",64.08,0,5,0,5,0,0,0,0,2,Hydrocarbon,328.15
"Octa-2,6-diene",110.2,0,8,0,8,0,0,0,2,0,Hydrocarbon,397.65
3-Ethyl-3-methyl-1-pentene,112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon,383.7
"N,N-Dipropyl-2-propyn-1-amine",139.24,3.2,10,1,9,1,0,1,0,1,Amine,408.08
(6E)-6-Tridecene,182.35,0,13,0,13,0,0,0,1,0,Hydrocarbon,501.2
"3,7,11-Trimethyl-1-dodecanol",228.41,20.2,16,1,15,0,1,3,0,0,Alcohol,633.66
3-Dodecyne,166.3,0,12,0,12,0,0,0,0,1,Hydrocarbon,492.55
6-Tetradecanol,214.39,20.2,15,1,14,0,1,1,0,0,Alcohol,611.66
6-Dodecyne,166.3,0,12,0,12,0,0,0,0,1,Hydrocarbon,486.15
4-Methyl-1-pentyne,82.14,0,6,0,6,0,0,1,0,1,Hydrocarbon,334.15
"6-Methyl-1,5-heptadiene",110.2,0,8,0,8,0,0,1,2,0,Hydrocarbon,392.3
"4-Allyl-1,6-heptadien-4-ol",152.23,20.2,11,1,10,0,1,2,3,0,Alcohol,507.39
3-Dodecanol,186.33,20.2,13,1,12,0,1,1,0,0,Alcohol,565.9
"1,4-Hexadiyne",78.11,0,6,0,6,0,0,0,0,2,Hydrocarbon,353.7
"3-(Decyloxy)-1,2-propanediol",232.36,49.7,16,3,13,0,3,1,0,0,Alcohol,703.38
"1,2,4-Pentatriene",66.1,0,5,0,5,0,0,0,3,0,Hydrocarbon,310.63
"2,6-Dimethyldecane",170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon,471.15
"4-Methyl-1,2-pentadiene",82.14,0,6,0,6,0,0,1,2,0,Hydrocarbon,343
"1,10-Undecadiene",152.28,0,11,0,11,0,0,0,2,0,Hydrocarbon,462
"2,2,4,4-Tetramethylpentan-3-ol",144.25,20.2,10,1,9,0,1,5,0,0,Alcohol,439.15
"2,3,4-Pentanetriol",120.15,60.7,8,3,5,0,3,3,0,0,Alcohol,518
3-Ethyl-2-methylheptane,142.28,0,10,0,10,0,0,2,0,0,Hydrocarbon,434.36
"Octa-2,4,6-triene",108.18,0,8,0,8,0,0,0,3,0,Hydrocarbon,420.65
"2,5-Dimethyloctane",142.28,0,10,0,10,0,0,2,0,0,Hydrocarbon,430.15
"3,5-Dimethyloctane",142.28,0,10,0,10,0,0,2,0,0,Hydrocarbon,432.55
"4,5-Dimethyloctane",142.28,0,10,0,10,0,0,2,0,0,Hydrocarbon,435.76386
"2,3-Diethyl-1,3-butadiene",110.2,0,8,0,8,0,0,2,2,0,Hydrocarbon,392.86269
"3,5-Octadiyne",106.16,0,8,0,8,0,0,0,0,2,Hydrocarbon,437
"3,4-Dimethyl-1-hexene",112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon,385.15
"3,3-Diethoxy-1-propanol",148.2,38.7,10,3,7,0,3,1,0,0,Alcohol,496.34
3-Ethyl-3-hexene,112.21,0,8,0,8,0,0,1,1,0,Hydrocarbon,389.15
2-Methyl-2-octene,126.24,0,9,0,9,0,0,1,1,0,Hydrocarbon,418
3-Ethyl-3-methylheptane,142.28,0,10,0,10,0,0,2,0,0,Hydrocarbon,437.00143
Di-t-butylacetylene,138.25,0,10,0,10,0,0,4,0,1,Hydrocarbon,430.94
"Hepta-1,3,5-triene",94.15,0,7,0,7,0,0,0,3,0,Hydrocarbon,386.65
2-Methyl-1-tridecene,196.37,0,14,0,14,0,0,1,1,0,Hydrocarbon,523.15
"2,3-Butadien-1-ol",70.09,20.2,5,1,4,0,1,0,2,0,Alcohol,401.65
Dec-3-ene,140.27,0,10,0,10,0,0,0,1,0,Hydrocarbon,432.56
2-Nonyne,124.22,0,9,0,9,0,0,0,0,1,Hydrocarbon,432.32942
"2,2-Dimethyl-3-heptanol",144.25,20.2,10,1,9,0,1,3,0,0,Alcohol,494.03
"2,4-Dimethyl-3-heptanol",144.25,20.2,10,1,9,0,1,3,0,0,Alcohol,496.38
"3,5-Dimethyl-3-heptanol",144.25,20.2,10,1,9,0,1,3,0,0,Alcohol,494.03
"3,4-Dimethyl-3-hexanol",130.229,20.2,9,1,8,0,1,3,0,0,Alcohol,424.15
"2,9-Dimethyl-5-decyne",166.3,0,12,0,12,0,0,2,0,1,Hydrocarbon,482.28
5-Dodecyne,166.3,0,12,0,12,0,0,0,0,1,Hydrocarbon,483.16
6-Ethyl-3-decanol,186.33,20.2,13,1,12,0,1,2,0,0,Alcohol,498.15
4-Ethyl-3-hexanol,130.229,20.2,9,1,8,0,1,2,0,0,Alcohol,437.15
3-Ethyl-2-methyl-1-heptene,140.27,0,10,0,10,0,0,2,1,0,Hydrocarbon,424.52
2-Methyl-3-ethyl-2-heptene,140.27,0,10,0,10,0,0,2,1,0,Hydrocarbon,432.32
2-Methyl-3-ethyl-2-pentene,112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon,387.9
"2,4-Hexanediol",118.17,40.5,8,2,6,0,2,2,0,0,Alcohol,479.15
"2,7-Dimethyl-2,7-octanediol",174.28,40.5,12,2,10,0,2,4,0,0,Alcohol,606.3
"2,3-Dimethyl-2-octene",140.27,0,10,0,10,0,0,2,1,0,Hydrocarbon,431.75
6-Ethyl-3-octanol,158.28,20.2,11,1,10,0,1,2,0,0,Alcohol,519.7
"2,4-Dimethyl-4-penten-2-ol",114.19,20.2,8,1,7,0,1,3,1,0,Alcohol,405.15
3-Nonyne,124.22,0,9,0,9,0,0,0,0,1,Hydrocarbon,429.79928
4-Nonyne,124.22,0,9,0,9,0,0,0,0,1,Hydrocarbon,337.76475
4-Methyl-2-hexyne,96.17,0,7,0,7,0,0,1,0,1,Hydrocarbon,372.69
"2,3,5-Trimethylheptane",142.28,0,10,0,10,0,0,3,0,0,Hydrocarbon,433.86
"3,3,4-Trimethylheptane",142.28,0,10,0,10,0,0,3,0,0,Hydrocarbon,435.06
Tetravinylmethane,120.19,0,9,0,9,0,0,2,4,0,Hydrocarbon,389.01
2-Octyn-1-ol,126.2,20.2,9,1,8,0,1,0,0,1,Alcohol,483.82
"2,4-Heptanediol",132.2,40.5,9,2,7,0,2,2,0,0,Alcohol,543.24
4-Methyl-2-pentyne,82.14,0,6,0,6,0,0,1,0,1,Hydrocarbon,346.15
4-Dodecyne,166.3,0,12,0,12,0,0,0,0,1,Hydrocarbon,483.16
"2,11-Dimethyl-2,11-dodecanediol",230.39,40.5,16,2,14,0,2,4,0,0,Alcohol,697.82
"2,3,3-Trimethyl-2-pentanol",130.229,20.2,9,1,8,0,1,4,0,0,Alcohol,433.15
4-Methyl-4-octanol,144.25,20.2,10,1,9,0,1,2,0,0,Alcohol,453.22759
"Penta-1,4-diyne",64.08,0,5,0,5,0,0,0,0,2,Hydrocarbon,294.24
"2,4-Dimethyl-2,4-pentanediol",132.2,40.5,9,2,7,0,2,4,0,0,Alcohol,537.66
1-Heptadecyne,236.4,0,17,0,17,0,0,0,0,1,Hydrocarbon,572.16
2-Tridecyne,180.33,0,13,0,13,0,0,0,0,1,Hydrocarbon,518.15
Propen-2-ol,58.08,20.2,4,1,3,0,1,1,1,0,Alcohol,356.98
"1,2,4,5-Hexatetraene",78.11,0,6,0,6,0,0,0,4,0,Hydrocarbon,336.78
"1,3,4-Hexatriene",80.13,0,6,0,6,0,0,0,3,0,Hydrocarbon,387
5-Methyl-5-nonanol,158.28,20.2,11,1,10,0,1,2,0,0,Alcohol,475.15
1-Nonen-4-ol,142.24,20.2,10,1,9,0,1,1,1,0,Alcohol,493.94
7-Tetradecyne,194.36,0,14,0,14,0,0,0,0,1,Hydrocarbon,528.92
9-Octadecyne,250.5,0,18,0,18,0,0,0,0,1,Hydrocarbon,415
Tri-t-butylmethane,184.36,0,13,0,13,0,0,7,0,0,Hydrocarbon,486.91
7-Methyl-3-octyne,124.22,0,9,0,9,0,0,1,0,1,Hydrocarbon,414.08
"2,2,6,6-Tetramethylheptane",156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon,436.15
3-Methyl-1-hexyne,96.17,0,7,0,7,0,0,1,0,1,Hydrocarbon,358.15
6-Tridecyne,180.33,0,13,0,13,0,0,0,0,1,Hydrocarbon,506.04
3-Methyl-6-hepten-1-yn-3-ol,124.18,20.2,9,1,8,0,1,2,1,1,Alcohol,458.39
6-Methyl-3-heptyne,110.2,0,8,0,8,0,0,1,0,1,Hydrocarbon,391.2
4-Methyl-2-heptanol,130.229,20.2,9,1,8,0,1,2,0,0,Alcohol,444.15
"4,5-Dipropyl-4-octene",196.37,0,14,0,14,0,0,2,1,0,Hydrocarbon,523.84
5-Tridecanol,200.36,20.2,14,1,13,0,1,1,0,0,Alcohol,588.78
5-Methyl-4-octanol,144.25,20.2,10,1,9,0,1,2,0,0,Alcohol,496.82
3-Tridecyne,180.33,0,13,0,13,0,0,0,0,1,Hydrocarbon,511.15
4-Tridecyne,180.33,0,13,0,13,0,0,0,0,1,Hydrocarbon,506.04
5-Tridecyne,180.33,0,13,0,13,0,0,0,0,1,Hydrocarbon,506.04
2-Undecyne,152.28,0,11,0,11,0,0,0,0,1,Hydrocarbon,479.15
3-Undecyne,152.28,0,11,0,11,0,0,0,0,1,Hydrocarbon,473.15
4-Undecyne,152.28,0,11,0,11,0,0,0,0,1,Hydrocarbon,471.65
3-Tetradecyne,194.36,0,14,0,14,0,0,0,0,1,Hydrocarbon,528.15
5-Tetradecyne,194.36,0,14,0,14,0,0,0,0,1,Hydrocarbon,528.92
"2,2,4,4,5-Pentamethylhexane",156.31,0,11,0,11,0,0,5,0,0,Hydrocarbon,449.15
"2,4,6-Trimethyl-4-heptanol",158.28,20.2,11,1,10,0,1,4,0,0,Alcohol,455.15
"2,2,7,7-Tetramethyl-3,4-octadiene",166.3,0,12,0,12,0,0,4,2,0,Hydrocarbon,475.13
"2,2,5,5-Tetramethylheptane",156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon,439.15
"3,3,5,5-Tetramethylheptane",156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon,453.15
"3,3,6,6-Tetramethyloctane",170.33,0,12,0,12,0,0,4,0,0,Hydrocarbon,462.9
"1,1,2,2-Tetra-t-butylethane",254.5,0,18,0,18,0,0,10,0,0,Hydrocarbon,597.64
"4,4,6,6-Tetramethylnonane",184.36,0,13,0,13,0,0,4,0,0,Hydrocarbon,490.58
"3,5-Dimethyl-3,5-diethylheptane",184.36,0,13,0,13,0,0,4,0,0,Hydrocarbon,490.58
"5,5,7,7-Tetramethylundecane",212.41,0,15,0,15,0,0,4,0,0,Hydrocarbon,536.34
"4,6-Diethyl-4,6-dimethylnonane",212.41,0,15,0,15,0,0,4,0,0,Hydrocarbon,536.34
6-Methyl-6-hepten-4-yn-3-ol,124.18,20.2,9,1,8,0,1,2,1,1,Alcohol,479.94
"2,2,5,5,8,8-Hexamethylnona-3,6-diyne",204.35,0,15,0,15,0,0,6,0,2,Hydrocarbon,551.11
"1,3-Pentanediol",104.15,40.5,7,2,5,0,2,1,0,0,Alcohol,497.92
1-Nonacosene,406.8,0,29,0,29,0,0,0,1,0,Hydrocarbon,859.8
"1-Decene, polymer with 1-octene",252.5,0,18,0,18,0,0,0,2,0,Hydrocarbon,606.2
"2,6,10,14,19,23,27,31-Octamethyldotriacontane",563.1,0,40,0,40,0,0,8,0,0,Hydrocarbon,1111.28
Triisobutylene,168.32,0,12,0,12,0,0,5,1,0,Hydrocarbon,471.74
(R)-2-Isopropyl-5-methylhexanol,158.28,20.2,11,1,10,0,1,3,0,0,Alcohol,484.15
trans-4-Methyl-2-pentene,84.16,0,6,0,6,0,0,1,1,0,Hydrocarbon,331.73
"2-Butene-1,4-diol",88.11,40.5,6,2,4,0,2,1,1,0,Alcohol,404.15
"2,2-Dimethylundecane",184.36,0,13,0,13,0,0,2,0,0,Hydrocarbon,494.15
4-Methylhexadecane,240.5,0,17,0,17,0,0,1,0,0,Hydrocarbon,588.12
1-Tricosene,322.6,0,23,0,23,0,0,0,1,0,Hydrocarbon,652.15
"3,4-Dimethylpentan-2-ol",116.2,20.2,8,1,7,0,1,3,0,0,Alcohol,426.15
"2,2,3-Trimethyloctane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon,452.15
"2,3,5-Trimethyloctane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon,450.15
"2-Isopropylpropane-1,3-diol",118.17,40.5,8,2,6,0,2,2,0,0,Alcohol,520.36
"2,3-Dimethylbutan-2-amine",101.19,26,7,1,6,1,0,3,0,0,Amine,446.65
"1,3-Hexanediol",118.17,40.5,8,2,6,0,2,1,0,0,Alcohol,520.8
Isohexylamine,101.19,26,7,1,6,1,0,1,0,0,Amine,396.75
"meso-2,3-Butanediol",90.12,40.5,6,2,4,0,2,2,0,0,Alcohol,456.65
2-Methyl-1-heptanol,130.229,20.2,9,1,8,0,1,1,0,0,Alcohol,453.15
"3,9-Diethyl-6-tridecanol",256.5,20.2,18,1,17,0,1,3,0,0,Alcohol,582.15
"(R,R)-2,3-butanediol",90.12,40.5,6,2,4,0,2,2,0,0,Alcohol,350.5
"1,4,7-Heptanetriol",148.2,60.7,10,3,7,0,3,2,0,0,Alcohol,635.86
"3-Ethyl-2,4-dimethylpentan-3-ol",144.25,20.2,10,1,9,0,1,4,0,0,Alcohol,451.05
Propargylamine,55.08,26,4,1,3,1,0,0,0,1,Amine,357.15
"2,6-Dimethyl-5-hepten-1-ol",142.24,20.2,10,1,9,0,1,2,1,0,Alcohol,501.3
7-n-Propyltridecane,226.44,0,16,0,16,0,0,1,0,0,Hydrocarbon,565.24
"3-Methyl-1,3-butanediol",104.15,40.5,7,2,5,0,2,2,0,0,Alcohol,481.15
"R-1,2-Propanediol",76.09,40.5,5,2,3,0,2,1,0,0,Alcohol,461.15
17-n-Hexadecyltetratriacontane,703.3,0,50,0,50,0,0,1,0,0,Hydrocarbon,1343.16
2-Methyltricosane,338.7,0,24,0,24,0,0,1,0,0,Hydrocarbon,480.9
8-Methylheptadecane,254.5,0,18,0,18,0,0,1,0,0,Hydrocarbon,611
7-Methylhexadecane,240.5,0,17,0,17,0,0,1,0,0,Hydrocarbon,588.12
3-Ethyltetracosane,366.7,0,26,0,26,0,0,1,0,0,Hydrocarbon,794.04
7-Hexyltridecane,268.5,0,19,0,19,0,0,1,0,0,Hydrocarbon,633.88
5-Butylnonane,184.36,0,13,0,13,0,0,1,0,0,Hydrocarbon,492.15
"3,3-Dimethyl-1-pentyne",96.17,0,7,0,7,0,0,2,0,1,Hydrocarbon,343.15
"1,6-Heptadiyne",92.14,0,7,0,7,0,0,0,0,2,Hydrocarbon,384.15
"N,N-Dimethyl neopentylamine",115.22,3.2,8,1,7,1,0,3,0,0,Amine,368.97
"N,N-diethylhexadecylamine",297.6,3.2,21,1,20,1,0,1,0,0,Amine,472.65
"(2S,3S)-butane-2,3-diol",90.12,40.5,6,2,4,0,2,2,0,0,Alcohol,453.65
Lycopene,536.9,0,40,0,40,0,0,8,13,0,Hydrocarbon,1167.92
"(S)-butane-1,3-diol",90.12,40.5,6,2,4,0,2,1,0,0,Alcohol,475.04
"3,3-Diethylhexane",142.28,0,10,0,10,0,0,2,0,0,Hydrocarbon,439.45
"2,9-Dimethyldecane",170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon,477.15
4-Methyloctadecane,268.5,0,19,0,19,0,0,1,0,0,Hydrocarbon,633.88
3-Methyl-1-heptanol,130.229,20.2,9,1,8,0,1,1,0,0,Alcohol,459.15
"2,2,6-Trimethylheptane",142.28,0,10,0,10,0,0,3,0,0,Hydrocarbon,422.15
2-Methyl-1-hepten-3-ol,128.21,20.2,9,1,8,0,1,2,1,0,Alcohol,470.94
7-Methyl-3-methylene-6-octen-1-ol,154.25,20.2,11,1,10,0,1,2,2,0,Alcohol,521.18
7-Methyl-1-octene,126.24,0,9,0,9,0,0,1,1,0,Hydrocarbon,412.15
4-Methyl-1-octene,126.24,0,9,0,9,0,0,1,1,0,Hydrocarbon,401.76
2-Methyl-1-decene,154.29,0,11,0,11,0,0,1,1,0,Hydrocarbon,463.85
4-Methyl-1-decene,154.29,0,11,0,11,0,0,1,1,0,Hydrocarbon,447.52
Ethyl isobutyl amine,101.19,12,7,1,6,1,0,1,0,0,Amine,361.70537
3-Ethyltridecane,212.41,0,15,0,15,0,0,1,0,0,Hydrocarbon,542.36
"2,4-Dimethyl-3-isopropylpentane",142.28,0,10,0,10,0,0,4,0,0,Hydrocarbon,430.15
3-Methyltritriacontane,478.9,0,34,0,34,0,0,1,0,0,Hydrocarbon,977.08
"2,4-Dimethyl-2-hexene",112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon,384
"1,19-Eicosadiene",278.5,0,20,0,20,0,0,0,2,0,Hydrocarbon,650.56
2-Methyldocosane,324.6,0,23,0,23,0,0,1,0,0,Hydrocarbon,725.4
2-Methyleicosane,296.6,0,21,0,21,0,0,1,0,0,Hydrocarbon,679.64
2-Methyloctacosane,408.8,0,29,0,29,0,0,1,0,0,Hydrocarbon,862.68
3-Decanol,158.28,20.2,11,1,10,0,1,1,0,0,Alcohol,490.15
11-Methylheptacosane,394.8,0,28,0,28,0,0,1,0,0,Hydrocarbon,839.8
13-Methylheptacosane,394.8,0,28,0,28,0,0,1,0,0,Hydrocarbon,839.8
